date,geoid,county,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
2020-01-21,USA-53061,Snohomish,Washington,1,0.14,0.02,0,0,0
2020-01-22,USA-53061,Snohomish,Washington,0,0.14,0.02,0,0,0
2020-01-23,USA-53061,Snohomish,Washington,0,0.14,0.02,0,0,0
2020-01-24,USA-53061,Snohomish,Washington,0,0.14,0.02,0,0,0
2020-01-25,USA-53061,Snohomish,Washington,0,0.14,0.02,0,0,0
2020-01-26,USA-53061,Snohomish,Washington,0,0.14,0.02,0,0,0
2020-01-27,USA-53061,Snohomish,Washington,0,0.14,0.02,0,0,0
2020-01-28,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-01-29,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-01-30,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-01-31,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-01,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-02,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-03,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-04,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-05,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-06,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-07,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-08,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-09,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-10,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-11,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-12,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-13,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-14,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-15,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-16,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-17,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-18,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-19,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-20,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-21,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-22,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-23,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-24,USA-53063,Spokane,Washington,4,0.57,0.11,0,0,0
2020-02-24,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-25,USA-53063,Spokane,Washington,0,0.57,0.11,0,0,0
2020-02-25,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-26,USA-53063,Spokane,Washington,0,0.57,0.11,0,0,0
2020-02-26,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-27,USA-53063,Spokane,Washington,0,0.57,0.11,0,0,0
2020-02-27,USA-53061,Snohomish,Washington,0,0,0,0,0,0
2020-02-28,USA-53063,Spokane,Washington,0,0.57,0.11,0,0,0
2020-02-28,USA-53061,Snohomish,Washington,1,0.14,0.02,0,0,0
2020-02-28,USA-53033,King,Washington,1,0.14,0.01,0,0,0
2020-02-29,USA-53063,Spokane,Washington,0,0.57,0.11,0,0,0
2020-02-29,USA-53061,Snohomish,Washington,0,0.14,0.02,0,0,0
2020-02-29,USA-53033,King,Washington,3,0.57,0.03,1,0.14,0.01
2020-03-01,USA-53063,Spokane,Washington,0,0.57,0.11,0,0,0
2020-03-01,USA-53061,Snohomish,Washington,0,0.14,0.02,0,0,0
2020-03-01,USA-53033,King,Washington,7,1.57,0.07,2,0.43,0.02
2020-03-02,USA-53071,Walla Walla,Washington,1,0.14,0.24,0,0,0
2020-03-02,USA-53063,Spokane,Washington,0,0,0,0,0,0
2020-03-02,USA-53061,Snohomish,Washington,1,0.29,0.03,0,0,0
2020-03-02,USA-53033,King,Washington,4,2.14,0.1,3,0.86,0.04
2020-03-03,USA-53071,Walla Walla,Washington,0,0.14,0.24,0,0,0
2020-03-03,USA-53063,Spokane,Washington,0,0,0,0,0,0
2020-03-03,USA-53061,Snohomish,Washington,2,0.57,0.07,0,0,0
2020-03-03,USA-53033,King,Washington,7,3.14,0.14,4,1.43,0.06
2020-03-04,USA-53071,Walla Walla,Washington,0,0.14,0.24,0,0,0
2020-03-04,USA-53063,Spokane,Washington,0,0,0,0,0,0
2020-03-04,USA-53061,Snohomish,Washington,3,1,0.12,0,0,0
2020-03-04,USA-53033,King,Washington,11,4.71,0.21,1,1.57,0.07
2020-03-04,USA-53007,Chelan,Washington,1,0.14,0.19,0,0,0
2020-03-05,USA-53071,Walla Walla,Washington,0,0.14,0.24,0,0,0
2020-03-05,USA-53063,Spokane,Washington,0,0,0,0,0,0
2020-03-05,USA-53061,Snohomish,Washington,9,2.29,0.28,0,0,0
2020-03-05,USA-53033,King,Washington,19,7.43,0.33,0,1.57,0.07
2020-03-05,USA-53007,Chelan,Washington,0,0.14,0.19,0,0,0
2020-03-06,USA-53071,Walla Walla,Washington,0,0.14,0.24,0,0,0
2020-03-06,USA-53063,Spokane,Washington,0,0,0,0,0,0
2020-03-06,USA-53061,Snohomish,Washington,1,2.29,0.28,0,0,0
2020-03-06,USA-53053,Pierce,Washington,1,0.14,0.02,0,0,0
2020-03-06,USA-53033,King,Washington,7,8.29,0.37,1,1.71,0.08
2020-03-06,USA-53031,Jefferson,Washington,1,0.14,0.44,0,0,0
2020-03-06,USA-53011,Clark,Washington,1,0.14,0.03,0,0,0
2020-03-06,USA-53007,Chelan,Washington,0,0.14,0.19,0,0,0
2020-03-07,USA-53071,Walla Walla,Washington,0,0.14,0.24,0,0,0
2020-03-07,USA-53063,Spokane,Washington,0,0,0,0,0,0
2020-03-07,USA-53061,Snohomish,Washington,8,3.43,0.42,0,0,0
2020-03-07,USA-53053,Pierce,Washington,2,0.43,0.05,0,0,0
2020-03-07,USA-53037,Kittitas,Washington,1,0.14,0.3,0,0,0
2020-03-07,USA-53033,King,Washington,13,9.71,0.43,4,2.14,0.1
2020-03-07,USA-53031,Jefferson,Washington,0,0.14,0.44,0,0,0
2020-03-07,USA-53011,Clark,Washington,0,0.14,0.03,0,0,0
2020-03-07,USA-53007,Chelan,Washington,0,0.14,0.19,0,0,0
2020-03-08,USA-53071,Walla Walla,Washington,0,0.14,0.24,0,0,0
2020-03-08,USA-53063,Spokane,Washington,0,0,0,0,0,0
2020-03-08,USA-53061,Snohomish,Washington,10,4.86,0.59,0,0,0
2020-03-08,USA-53053,Pierce,Washington,1,0.57,0.06,0,0,0
2020-03-08,USA-53037,Kittitas,Washington,0,0.14,0.3,0,0,0
2020-03-08,USA-53035,Kitsap,Washington,1,0.14,0.05,0,0,0
2020-03-08,USA-53033,King,Washington,19,11.43,0.51,2,2.14,0.1
2020-03-08,USA-53031,Jefferson,Washington,0,0.14,0.44,0,0,0
2020-03-08,USA-53011,Clark,Washington,0,0.14,0.03,0,0,0
2020-03-08,USA-53007,Chelan,Washington,0,0.14,0.19,1,0.14,0.19
2020-03-09,USA-53071,Walla Walla,Washington,0,0,0,0,0,0
2020-03-09,USA-53063,Spokane,Washington,0,0,0,0,0,0
2020-03-09,USA-53061,Snohomish,Washington,9,6,0.73,0,0,0
2020-03-09,USA-53053,Pierce,Washington,3,1,0.11,0,0,0
2020-03-09,USA-53037,Kittitas,Washington,0,0.14,0.3,0,0,0
2020-03-09,USA-53035,Kitsap,Washington,0,0.14,0.05,0,0,0
2020-03-09,USA-53033,King,Washington,26,14.57,0.65,3,2.14,0.1
2020-03-09,USA-53031,Jefferson,Washington,0,0.14,0.44,0,0,0
2020-03-09,USA-53011,Clark,Washington,0,0.14,0.03,0,0,0
2020-03-09,USA-53007,Chelan,Washington,0,0.14,0.19,0,0.14,0.19
2020-03-10,USA-53073,Whatcom,Washington,1,0.14,0.06,0,0,0
2020-03-10,USA-53071,Walla Walla,Washington,0,0,0,0,0,0
2020-03-10,USA-53063,Spokane,Washington,0,0,0,0,0,0
2020-03-10,USA-53061,Snohomish,Washington,16,8,0.97,0,0,0
2020-03-10,USA-53057,Skagit,Washington,1,0.14,0.11,0,0,0
2020-03-10,USA-53053,Pierce,Washington,7,2,0.22,0,0,0
2020-03-10,USA-53037,Kittitas,Washington,0,0.14,0.3,0,0,0
2020-03-10,USA-53035,Kitsap,Washington,1,0.29,0.11,0,0,0
2020-03-10,USA-53033,King,Washington,74,24.14,1.07,2,1.86,0.08
2020-03-10,USA-53031,Jefferson,Washington,0,0.14,0.44,0,0,0
2020-03-10,USA-53011,Clark,Washington,0,0.14,0.03,0,0,0
2020-03-10,USA-53007,Chelan,Washington,0,0.14,0.19,0,0.14,0.19
2020-03-11,USA-53073,Whatcom,Washington,0,0.14,0.06,0,0,0
2020-03-11,USA-53071,Walla Walla,Washington,0,0,0,0,0,0
2020-03-11,USA-53067,Thurston,Washington,1,0.14,0.05,0,0,0
2020-03-11,USA-53063,Spokane,Washington,0,0,0,0,0,0
2020-03-11,USA-53061,Snohomish,Washington,8,8.71,1.06,1,0.14,0.02
2020-03-11,USA-53057,Skagit,Washington,0,0.14,0.11,0,0,0
2020-03-11,USA-53053,Pierce,Washington,3,2.43,0.27,0,0,0
2020-03-11,USA-53037,Kittitas,Washington,2,0.43,0.89,0,0,0
2020-03-11,USA-53035,Kitsap,Washington,0,0.29,0.11,0,0,0
2020-03-11,USA-53033,King,Washington,44,28.86,1.28,4,2.29,0.1
2020-03-11,USA-53031,Jefferson,Washington,0,0.14,0.44,0,0,0
2020-03-11,USA-53029,Island,Washington,1,0.14,0.17,0,0,0
2020-03-11,USA-53011,Clark,Washington,0,0.14,0.03,0,0,0
2020-03-11,USA-53007,Chelan,Washington,0,0,0,0,0.14,0.19
2020-03-12,USA-53077,Yakima,Washington,2,0.29,0.11,0,0,0
2020-03-12,USA-53073,Whatcom,Washington,0,0.14,0.06,0,0,0
2020-03-12,USA-53071,Walla Walla,Washington,0,0,0,0,0,0
2020-03-12,USA-53067,Thurston,Washington,0,0.14,0.05,0,0,0
2020-03-12,USA-53063,Spokane,Washington,0,0,0,0,0,0
2020-03-12,USA-53061,Snohomish,Washington,38,12.86,1.56,2,0.43,0.05
2020-03-12,USA-53057,Skagit,Washington,1,0.29,0.22,0,0,0
2020-03-12,USA-53053,Pierce,Washington,0,2.43,0.27,0,0,0
2020-03-12,USA-53037,Kittitas,Washington,0,0.43,0.89,0,0,0
2020-03-12,USA-53035,Kitsap,Washington,0,0.29,0.11,0,0,0
2020-03-12,USA-53033,King,Washington,36,31.29,1.39,1,2.43,0.11
2020-03-12,USA-53031,Jefferson,Washington,0,0.14,0.44,0,0,0
2020-03-12,USA-53029,Island,Washington,2,0.43,0.5,0,0,0
2020-03-12,USA-53027,Grays Harbor,Washington,1,0.14,0.19,0,0,0
2020-03-12,USA-53013,Columbia,Washington,1,0.14,3.58,0,0,0
2020-03-12,USA-53011,Clark,Washington,0,0.14,0.03,0,0,0
2020-03-12,USA-53007,Chelan,Washington,0,0,0,0,0.14,0.19
2020-03-13,USA-53077,Yakima,Washington,0,0.29,0.11,0,0,0
2020-03-13,USA-53073,Whatcom,Washington,0,0.14,0.06,0,0,0
2020-03-13,USA-53071,Walla Walla,Washington,0,0,0,0,0,0
2020-03-13,USA-53067,Thurston,Washington,2,0.43,0.15,0,0,0
2020-03-13,USA-53063,Spokane,Washington,0,0,0,0,0,0
2020-03-13,USA-53061,Snohomish,Washington,25,16.29,1.98,0,0.43,0.05
2020-03-13,USA-53057,Skagit,Washington,1,0.43,0.33,0,0,0
2020-03-13,USA-53053,Pierce,Washington,2,2.57,0.28,0,0,0
2020-03-13,USA-53037,Kittitas,Washington,0,0.43,0.89,0,0,0
2020-03-13,USA-53035,Kitsap,Washington,1,0.43,0.16,0,0,0
2020-03-13,USA-53033,King,Washington,58,38.57,1.71,5,3,0.13
2020-03-13,USA-53031,Jefferson,Washington,0,0,0,0,0,0
2020-03-13,USA-53029,Island,Washington,0,0.43,0.5,0,0,0
2020-03-13,USA-53027,Grays Harbor,Washington,0,0.14,0.19,0,0,0
2020-03-13,USA-53025,Grant,Washington,1,0.14,0.15,0,0,0
2020-03-13,USA-53013,Columbia,Washington,0,0.14,3.58,0,0,0
2020-03-13,USA-53011,Clark,Washington,2,0.29,0.06,0,0,0
2020-03-13,USA-53007,Chelan,Washington,0,0,0,0,0.14,0.19
2020-03-14,USA-53077,Yakima,Washington,1,0.43,0.17,0,0,0
2020-03-14,USA-53073,Whatcom,Washington,1,0.29,0.12,0,0,0
2020-03-14,USA-53071,Walla Walla,Washington,0,0,0,0,0,0
2020-03-14,USA-53067,Thurston,Washington,0,0.43,0.15,0,0,0
2020-03-14,USA-53063,Spokane,Washington,3,0.43,0.08,0,0,0
2020-03-14,USA-53061,Snohomish,Washington,22,18.29,2.22,0,0.43,0.05
2020-03-14,USA-53057,Skagit,Washington,0,0.43,0.33,0,0,0
2020-03-14,USA-53053,Pierce,Washington,7,3.29,0.36,0,0,0
2020-03-14,USA-53039,Klickitat,Washington,1,0.14,0.64,0,0,0
2020-03-14,USA-53037,Kittitas,Washington,0,0.29,0.6,0,0,0
2020-03-14,USA-53035,Kitsap,Washington,0,0.43,0.16,0,0,0
2020-03-14,USA-53033,King,Washington,60,45.29,2.01,3,2.86,0.13
2020-03-14,USA-53031,Jefferson,Washington,0,0,0,0,0,0
2020-03-14,USA-53029,Island,Washington,3,0.86,1.01,0,0,0
2020-03-14,USA-53027,Grays Harbor,Washington,0,0.14,0.19,0,0,0
2020-03-14,USA-53025,Grant,Washington,0,0.14,0.15,0,0,0
2020-03-14,USA-53013,Columbia,Washington,0,0.14,3.58,0,0,0
2020-03-14,USA-53011,Clark,Washington,0,0.29,0.06,0,0,0
2020-03-14,USA-53007,Chelan,Washington,0,0,0,0,0.14,0.19
2020-03-15,USA-53077,Yakima,Washington,1,0.57,0.23,0,0,0
2020-03-15,USA-53073,Whatcom,Washington,1,0.43,0.19,0,0,0
2020-03-15,USA-53071,Walla Walla,Washington,0,0,0,0,0,0
2020-03-15,USA-53067,Thurston,Washington,1,0.57,0.2,0,0,0
2020-03-15,USA-53063,Spokane,Washington,0,0.43,0.08,0,0,0
2020-03-15,USA-53061,Snohomish,Washington,21,19.86,2.42,0,0.43,0.05
2020-03-15,USA-53057,Skagit,Washington,1,0.57,0.44,0,0,0
2020-03-15,USA-53053,Pierce,Washington,3,3.57,0.39,0,0,0
2020-03-15,USA-53043,Lincoln,Washington,1,0.14,1.31,0,0,0
2020-03-15,USA-53041,Lewis,Washington,1,0.14,0.18,0,0,0
2020-03-15,USA-53039,Klickitat,Washington,0,0.14,0.64,0,0,0
2020-03-15,USA-53037,Kittitas,Washington,0,0.29,0.6,0,0,0
2020-03-15,USA-53035,Kitsap,Washington,2,0.57,0.21,0,0,0
2020-03-15,USA-53033,King,Washington,32,47.14,2.09,2,2.86,0.13
2020-03-15,USA-53031,Jefferson,Washington,2,0.29,0.89,0,0,0
2020-03-15,USA-53029,Island,Washington,0,0.86,1.01,0,0,0
2020-03-15,USA-53027,Grays Harbor,Washington,0,0.14,0.19,0,0,0
2020-03-15,USA-53025,Grant,Washington,0,0.14,0.15,0,0,0
2020-03-15,USA-53013,Columbia,Washington,0,0.14,3.58,0,0,0
2020-03-15,USA-53011,Clark,Washington,0,0.29,0.06,0,0,0
2020-03-15,USA-53007,Chelan,Washington,0,0,0,0,0,0
2020-03-16,USA-53077,Yakima,Washington,0,0.57,0.23,0,0,0
2020-03-16,USA-53073,Whatcom,Washington,0,0.43,0.19,0,0,0
2020-03-16,USA-53071,Walla Walla,Washington,0,0,0,0,0,0
2020-03-16,USA-53067,Thurston,Washington,0,0.57,0.2,0,0,0
2020-03-16,USA-53063,Spokane,Washington,0,0.43,0.08,0,0,0
2020-03-16,USA-53061,Snohomish,Washington,24,22,2.68,0,0.43,0.05
2020-03-16,USA-53057,Skagit,Washington,3,1,0.77,0,0,0
2020-03-16,USA-53053,Pierce,Washington,15,5.29,0.58,0,0,0
2020-03-16,USA-53043,Lincoln,Washington,0,0.14,1.31,0,0,0
2020-03-16,USA-53041,Lewis,Washington,0,0.14,0.18,0,0,0
2020-03-16,USA-53039,Klickitat,Washington,0,0.14,0.64,0,0,0
2020-03-16,USA-53037,Kittitas,Washington,0,0.29,0.6,0,0,0
2020-03-16,USA-53035,Kitsap,Washington,2,0.86,0.32,0,0,0
2020-03-16,USA-53033,King,Washington,68,53.14,2.36,6,3.29,0.15
2020-03-16,USA-53031,Jefferson,Washington,0,0.29,0.89,0,0,0
2020-03-16,USA-53029,Island,Washington,1,1,1.17,0,0,0
2020-03-16,USA-53027,Grays Harbor,Washington,0,0.14,0.19,0,0,0
2020-03-16,USA-53025,Grant,Washington,5,0.86,0.88,0,0,0
2020-03-16,USA-53013,Columbia,Washington,0,0.14,3.58,0,0,0
2020-03-16,USA-53011,Clark,Washington,1,0.43,0.09,0,0,0
2020-03-16,USA-53007,Chelan,Washington,0,0,0,0,0,0
2020-03-17,USA-53077,Yakima,Washington,1,0.71,0.28,0,0,0
2020-03-17,USA-53073,Whatcom,Washington,3,0.71,0.31,0,0,0
2020-03-17,USA-53071,Walla Walla,Washington,0,0,0,0,0,0
2020-03-17,USA-53067,Thurston,Washington,1,0.71,0.25,0,0,0
2020-03-17,USA-53063,Spokane,Washington,0,0.43,0.08,0,0,0
2020-03-17,USA-53061,Snohomish,Washington,66,29.14,3.55,1,0.57,0.07
2020-03-17,USA-53057,Skagit,Washington,2,1.14,0.88,0,0,0
2020-03-17,USA-53053,Pierce,Washington,0,4.29,0.47,0,0,0
2020-03-17,USA-53045,Mason,Washington,1,0.14,0.21,0,0,0
2020-03-17,USA-53043,Lincoln,Washington,0,0.14,1.31,0,0,0
2020-03-17,USA-53041,Lewis,Washington,0,0.14,0.18,0,0,0
2020-03-17,USA-53039,Klickitat,Washington,0,0.14,0.64,0,0,0
2020-03-17,USA-53037,Kittitas,Washington,0,0.29,0.6,0,0,0
2020-03-17,USA-53035,Kitsap,Washington,0,0.71,0.26,0,0,0
2020-03-17,USA-53033,King,Washington,29,46.71,2.07,3,3.43,0.15
2020-03-17,USA-53031,Jefferson,Washington,1,0.43,1.33,0,0,0
2020-03-17,USA-53029,Island,Washington,7,2,2.35,0,0,0
2020-03-17,USA-53027,Grays Harbor,Washington,0,0.14,0.19,0,0,0
2020-03-17,USA-53025,Grant,Washington,0,0.86,0.88,0,0,0
2020-03-17,USA-53021,Franklin,Washington,1,0.14,0.15,0,0,0
2020-03-17,USA-53013,Columbia,Washington,0,0.14,3.58,0,0,0
2020-03-17,USA-53011,Clark,Washington,0,0.43,0.09,2,0.29,0.06
2020-03-17,USA-53007,Chelan,Washington,2,0.29,0.37,0,0,0
2020-03-18,USA-53077,Yakima,Washington,4,1.29,0.51,0,0,0
2020-03-18,USA-53073,Whatcom,Washington,1,0.86,0.37,0,0,0
2020-03-18,USA-53071,Walla Walla,Washington,0,0,0,0,0,0
2020-03-18,USA-53067,Thurston,Washington,1,0.71,0.25,0,0,0
2020-03-18,USA-53063,Spokane,Washington,0,0.43,0.08,0,0,0
2020-03-18,USA-53061,Snohomish,Washington,44,34.29,4.17,1,0.57,0.07
2020-03-18,USA-53057,Skagit,Washington,5,1.86,1.44,0,0,0
2020-03-18,USA-53053,Pierce,Washington,12,5.57,0.62,1,0.14,0.02
2020-03-18,USA-53045,Mason,Washington,0,0.14,0.21,0,0,0
2020-03-18,USA-53043,Lincoln,Washington,0,0.14,1.31,0,0,0
2020-03-18,USA-53041,Lewis,Washington,0,0.14,0.18,0,0,0
2020-03-18,USA-53039,Klickitat,Washington,0,0.14,0.64,0,0,0
2020-03-18,USA-53037,Kittitas,Washington,1,0.14,0.3,0,0,0
2020-03-18,USA-53035,Kitsap,Washington,2,1,0.37,0,0,0
2020-03-18,USA-53033,King,Washington,45,46.86,2.08,10,4.29,0.19
2020-03-18,USA-53031,Jefferson,Washington,0,0.43,1.33,0,0,0
2020-03-18,USA-53029,Island,Washington,2,2.14,2.52,0,0,0
2020-03-18,USA-53027,Grays Harbor,Washington,0,0.14,0.19,0,0,0
2020-03-18,USA-53025,Grant,Washington,0,0.86,0.88,0,0,0
2020-03-18,USA-53021,Franklin,Washington,0,0.14,0.15,0,0,0
2020-03-18,USA-53013,Columbia,Washington,0,0.14,3.58,0,0,0
2020-03-18,USA-53011,Clark,Washington,0,0.43,0.09,1,0.43,0.09
2020-03-18,USA-53007,Chelan,Washington,0,0.29,0.37,0,0,0
2020-03-18,USA-53005,Benton,Washington,1,0.14,0.07,1,0.14,0.07
2020-03-19,USA-53077,Yakima,Washington,0,1,0.4,0,0,0
2020-03-19,USA-53073,Whatcom,Washington,0,0.86,0.37,1,0.14,0.06
2020-03-19,USA-53071,Walla Walla,Washington,0,0,0,0,0,0
2020-03-19,USA-53067,Thurston,Washington,0,0.71,0.25,0,0,0
2020-03-19,USA-53063,Spokane,Washington,2,0.71,0.14,0,0,0
2020-03-19,USA-53061,Snohomish,Washington,38,34.29,4.17,1,0.43,0.05
2020-03-19,USA-53057,Skagit,Washington,4,2.29,1.77,0,0,0
2020-03-19,USA-53053,Pierce,Washington,19,8.29,0.92,0,0.14,0.02
2020-03-19,USA-53045,Mason,Washington,0,0.14,0.21,0,0,0
2020-03-19,USA-53043,Lincoln,Washington,0,0.14,1.31,0,0,0
2020-03-19,USA-53041,Lewis,Washington,0,0.14,0.18,0,0,0
2020-03-19,USA-53039,Klickitat,Washington,1,0.29,1.27,0,0,0
2020-03-19,USA-53037,Kittitas,Washington,0,0.14,0.3,0,0,0
2020-03-19,USA-53035,Kitsap,Washington,3,1.43,0.53,0,0,0
2020-03-19,USA-53033,King,Washington,130,60.29,2.68,4,4.71,0.21
2020-03-19,USA-53031,Jefferson,Washington,0,0.43,1.33,0,0,0
2020-03-19,USA-53029,Island,Washington,1,2,2.35,1,0.14,0.17
2020-03-19,USA-53027,Grays Harbor,Washington,0,0,0,0,0,0
2020-03-19,USA-53025,Grant,Washington,2,1.14,1.17,0,0,0
2020-03-19,USA-53021,Franklin,Washington,0,0.14,0.15,0,0,0
2020-03-19,USA-53013,Columbia,Washington,0,0,0,0,0,0
2020-03-19,USA-53011,Clark,Washington,0,0.43,0.09,0,0.43,0.09
2020-03-19,USA-53009,Clallam,Washington,1,0.14,0.18,0,0,0
2020-03-19,USA-53007,Chelan,Washington,0,0.29,0.37,0,0,0
2020-03-19,USA-53005,Benton,Washington,1,0.29,0.14,0,0.14,0.07
2020-03-20,USA-53077,Yakima,Washington,1,1.14,0.46,0,0,0
2020-03-20,USA-53073,Whatcom,Washington,4,1.43,0.62,0,0.14,0.06
2020-03-20,USA-53071,Walla Walla,Washington,0,0,0,0,0,0
2020-03-20,USA-53067,Thurston,Washington,2,0.71,0.25,0,0,0
2020-03-20,USA-53065,Stevens,Washington,1,0.14,0.31,0,0,0
2020-03-20,USA-53063,Spokane,Washington,2,1,0.19,0,0,0
2020-03-20,USA-53061,Snohomish,Washington,37,36,4.38,1,0.57,0.07
2020-03-20,USA-53057,Skagit,Washington,8,3.29,2.54,0,0,0
2020-03-20,USA-53055,San Juan,Washington,1,0.14,0.81,0,0,0
2020-03-20,USA-53053,Pierce,Washington,8,9.14,1.01,0,0.14,0.02
2020-03-20,USA-53045,Mason,Washington,0,0.14,0.21,0,0,0
2020-03-20,USA-53043,Lincoln,Washington,0,0.14,1.31,0,0,0
2020-03-20,USA-53041,Lewis,Washington,1,0.29,0.35,0,0,0
2020-03-20,USA-53039,Klickitat,Washington,0,0.29,1.27,0,0,0
2020-03-20,USA-53037,Kittitas,Washington,0,0.14,0.3,0,0,0
2020-03-20,USA-53035,Kitsap,Washington,0,1.29,0.47,0,0,0
2020-03-20,USA-53033,King,Washington,101,66.43,2.95,7,5,0.22
2020-03-20,USA-53031,Jefferson,Washington,0,0.43,1.33,0,0,0
2020-03-20,USA-53029,Island,Washington,2,2.29,2.68,0,0.14,0.17
2020-03-20,USA-53027,Grays Harbor,Washington,0,0,0,0,0,0
2020-03-20,USA-53025,Grant,Washington,3,1.43,1.46,0,0,0
2020-03-20,USA-53021,Franklin,Washington,0,0.14,0.15,0,0,0
2020-03-20,USA-53015,Cowlitz,Washington,2,0.29,0.26,0,0,0
2020-03-20,USA-53013,Columbia,Washington,0,0,0,0,0,0
2020-03-20,USA-53011,Clark,Washington,2,0.43,0.09,0,0.43,0.09
2020-03-20,USA-53009,Clallam,Washington,0,0.14,0.18,0,0,0
2020-03-20,USA-53007,Chelan,Washington,0,0.29,0.37,0,0,0
2020-03-20,USA-53005,Benton,Washington,1,0.43,0.21,0,0.14,0.07
2020-03-21,USA-53077,Yakima,Washington,10,2.43,0.97,0,0,0
2020-03-21,USA-53073,Whatcom,Washington,3,1.71,0.75,1,0.29,0.12
2020-03-21,USA-53071,Walla Walla,Washington,0,0,0,0,0,0
2020-03-21,USA-53067,Thurston,Washington,2,1,0.34,0,0,0
2020-03-21,USA-53065,Stevens,Washington,0,0.14,0.31,0,0,0
2020-03-21,USA-53063,Spokane,Washington,5,1.29,0.25,0,0,0
2020-03-21,USA-53061,Snohomish,Washington,62,41.71,5.07,2,0.86,0.1
2020-03-21,USA-53057,Skagit,Washington,2,3.57,2.76,0,0,0
2020-03-21,USA-53055,San Juan,Washington,0,0.14,0.81,0,0,0
2020-03-21,USA-53053,Pierce,Washington,12,9.86,1.09,0,0.14,0.02
2020-03-21,USA-53045,Mason,Washington,0,0.14,0.21,0,0,0
2020-03-21,USA-53043,Lincoln,Washington,0,0.14,1.31,0,0,0
2020-03-21,USA-53041,Lewis,Washington,0,0.29,0.35,0,0,0
2020-03-21,USA-53039,Klickitat,Washington,2,0.43,1.91,0,0,0
2020-03-21,USA-53037,Kittitas,Washington,0,0.14,0.3,0,0,0
2020-03-21,USA-53035,Kitsap,Washington,3,1.71,0.63,0,0,0
2020-03-21,USA-53033,King,Washington,141,78,3.46,8,5.71,0.25
2020-03-21,USA-53031,Jefferson,Washington,0,0.43,1.33,0,0,0
2020-03-21,USA-53029,Island,Washington,0,1.86,2.18,0,0.14,0.17
2020-03-21,USA-53027,Grays Harbor,Washington,0,0,0,0,0,0
2020-03-21,USA-53025,Grant,Washington,0,1.43,1.46,0,0,0
2020-03-21,USA-53021,Franklin,Washington,0,0.14,0.15,0,0,0
2020-03-21,USA-53015,Cowlitz,Washington,0,0.29,0.26,0,0,0
2020-03-21,USA-53013,Columbia,Washington,0,0,0,0,0,0
2020-03-21,USA-53011,Clark,Washington,3,0.86,0.18,0,0.43,0.09
2020-03-21,USA-53009,Clallam,Washington,1,0.29,0.37,0,0,0
2020-03-21,USA-53007,Chelan,Washington,0,0.29,0.37,0,0,0
2020-03-21,USA-53005,Benton,Washington,5,1.14,0.56,1,0.29,0.14
2020-03-22,USA-53077,Yakima,Washington,4,2.86,1.14,0,0,0
2020-03-22,USA-53075,Whitman,Washington,1,0.14,0.29,0,0,0
2020-03-22,USA-53073,Whatcom,Washington,5,2.29,1,0,0.29,0.12
2020-03-22,USA-53071,Walla Walla,Washington,0,0,0,0,0,0
2020-03-22,USA-53067,Thurston,Washington,1,1,0.34,0,0,0
2020-03-22,USA-53065,Stevens,Washington,0,0.14,0.31,0,0,0
2020-03-22,USA-53063,Spokane,Washington,4,1.86,0.36,0,0,0
2020-03-22,USA-53061,Snohomish,Washington,34,43.57,5.3,1,1,0.12
2020-03-22,USA-53057,Skagit,Washington,6,4.29,3.32,0,0,0
2020-03-22,USA-53055,San Juan,Washington,0,0.14,0.81,0,0,0
